compound_name,clinical_phase,mechanism_of_action,cf_max_score,cf_avg_score,cf_top_pose,docking_max_score,docking_avg_score,docking_top_pose,safety_Aurora kinase A,safety_Bile Salt Export Pump model 2,safety_Caspase 3,safety_Cathepsin L1,safety_hERG_pIC50,safety_KCNA5,safety_Muscarinic acetylcholine receptor M1,safety_Muscarinic acetylcholine receptor M3,hERG_pIC50,KCNA5,pk_Human microsomal clearance model 2,chem_a_acc,chem_a_don,chem_chi0,chem_chi1,chem_chi0_c,chem_chi1_c,chem_kier1,chem_lip_acc,chem_npr1,chem_peoe_pcplus,chem_peoe_vsaplus0,chem_peoe_vsaplus2,chem_peoe_vsaplus4,chem_peoe_vsaplus6,chem_peoe_vsaminus1,chem_peoe_vsaminus3,chem_peoe_vsaminus5,chem_pmi,chem_pmi2,chem_pmix,chem_pmiz,chem_slogp,chem_slogp_vsa1,chem_slogp_vsa3,chem_slogp_vsa5,chem_slogp_vsa7,chem_slogp_vsa9,chem_smr_vsa0,chem_smr_vsa2,chem_smr_vsa4,chem_smr_vsa6,chem_tpsa,cv_safety_score,high_potential
2-chloro-N6-cyclopentyladenosine,Preclinical,adenosine receptor agonist,6.1,4.950000000000001,3.89,-5.0,-5.11,-5.5,5.47,3.53,5.54,5.2,4.94,6.39,6.48,6.2,4.94,6.39,0.82,7.0,4.0,17.55,12.08,9.44,4.39,18.37,9.0,0.26,2.91,41.53,66.73,44.47,0.0,17.4,5.68,0.14,5860.65,4629.27,4389.58,237.36,0.54,70.27,20.93,0.0,20.64,41.48,11.0,0.0,24.2,20.93,125.55,5.665,0
aminopterin,Phase 3,dihydrofolate reductase inhibitor,6.09,5.138,6.0,-5.4,-5.55,-5.7,5.66,3.18,5.7,4.55,4.54,5.67,6.51,6.28,4.54,5.67,1.07,5.0,4.0,23.25,15.22,12.01,6.1,26.6,13.0,0.11,2.73,62.4,60.99,15.68,0.0,0.0,5.68,27.01,15479.31,14244.03,13787.55,456.54,-2.16,93.34,0.0,0.0,91.65,25.42,156.95,18.01,28.85,8.19,224.99,5.105,0
nemorubicin,Phase 2,topoisomerase inhibitor,5.98,5.087999999999999,5.15,-5.5,-5.71,-6.0,6.13,4.13,5.96,5.39,3.93,6.03,5.83,7.25,3.93,6.03,1.52,12.0,3.0,33.08,21.93,20.96,11.34,35.81,14.0,0.54,4.21,158.78,14.95,30.97,0.0,26.72,0.0,40.7,13955.11,8000.74,6986.0,992.77,1.32,20.19,78.73,89.64,52.93,38.57,200.95,0.0,0.0,95.79,207.41,4.98,0
succinic-acid,Launched,chelating agent,5.35,3.922,5.08,-3.5,-3.61,-3.8,3.14,3.58,5.52,4.39,5.36,4.88,5.16,5.46,5.36,4.88,0.63,0.0,0.0,8.31,4.46,2.31,1.0,10.0,4.0,0.47,0.53,8.53,15.56,0.0,0.0,0.0,52.73,0.0,914.87,595.3,512.02,79.84,-2.92,2.93,0.0,0.0,0.0,0.0,133.09,0.0,0.0,2.93,157.86,5.12,0
pyronaridine,Phase 3,antimalarial agent,6.57,6.361,6.49,-5.7,-5.85,-6.0,5.96,4.08,4.47,4.19,5.54,5.66,6.58,6.04,5.54,5.66,1.41,2.0,2.0,25.35,18.07,19.37,10.9,27.18,7.0,0.48,5.28,134.07,35.0,23.72,25.86,29.58,0.0,0.14,11764.72,6920.76,6381.88,515.44,1.65,37.55,73.76,35.38,123.5,94.36,23.03,0.0,26.28,76.52,77.23,5.6,0
griseofulvin,Launched,tubulin polymerization inhibitor,6.82,4.635,5.39,-4.5,-4.62,-4.9,5.27,4.09,4.24,4.28,4.77,6.3,5.15,5.7,4.77,6.3,1.82,6.0,0.0,17.65,11.4,11.82,5.56,18.78,6.0,0.37,2.08,133.8,12.98,8.46,0.0,48.33,0.0,27.13,4416.14,3359.17,2944.14,409.28,2.81,11.38,0.0,111.4,35.29,88.2,58.72,4.41,0.0,11.38,71.06,5.535,0
carbazochrome,Launched,,5.34,3.648000000000001,5.24,-4.6,-4.7700000000000005,-5.3,5.18,3.33,4.55,5.05,5.36,5.35,4.85,5.49,5.36,5.35,0.76,3.0,2.0,15.08,9.2,6.59,3.12,16.37,9.0,0.14,2.06,63.52,6.7,8.46,17.44,0.0,20.93,13.57,4331.04,3889.39,3740.62,147.35,-1.39,88.66,0.0,55.5,35.29,23.86,119.98,17.89,32.9,13.27,139.0,5.355,0
SRC-kinase-inhibitor-I,Preclinical,SRC inhibitor,8.29,6.975,6.4,-5.6,-5.710000000000001,-5.8,5.77,4.16,4.55,4.99,5.62,5.76,6.18,5.58,5.62,5.76,1.19,4.0,1.0,19.35,13.76,15.1,8.08,21.24,6.0,0.12,2.1,58.9,62.23,0.0,0.0,36.76,0.0,0.0,9576.81,8825.5,8496.74,327.75,5.18,51.58,0.0,70.77,215.58,26.06,0.0,0.0,27.81,0.0,65.5,5.6899999999999995,0
marbofloxacin,Launched,bacterial DNA gyrase inhibitor,7.09,5.6659999999999995,5.18,-5.8,-6.15,-6.9,5.44,3.45,5.15,4.64,3.85,5.95,6.49,5.81,3.85,5.95,1.03,3.0,0.0,18.59,12.38,11.57,4.56,19.32,8.0,0.2,2.9,72.05,36.92,0.0,8.62,0.0,0.0,13.57,5595.05,4649.4,4521.56,127.81,-2.01,10.15,94.26,68.98,34.86,25.72,93.53,15.25,5.51,101.41,80.59,4.9,0
nimesulide,Launched,cyclooxygenase inhibitor,7.23,6.600999999999999,6.54,-5.5,-5.58,-5.7,5.31,4.18,4.74,4.76,4.92,5.06,4.73,5.87,4.92,5.06,1.1,0.0,0.0,15.46,9.85,8.97,5.28,17.36,7.0,0.46,1.63,24.51,12.8,0.0,0.0,49.02,0.0,42.01,3713.8,2253.03,2047.86,176.81,3.35,55.26,50.94,31.69,157.55,16.0,55.26,67.34,5.51,0.0,89.19,4.99,0
anastrozole,Launched,aromatase inhibitor,6.28,5.970000000000001,6.18,-5.2,-5.2700000000000005,-5.3,4.81,4.56,4.04,3.71,4.92,6.24,6.27,5.39,4.92,6.24,0.8,4.0,0.0,16.38,10.28,12.39,6.14,18.34,5.0,0.46,1.43,51.18,51.0,0.0,0.0,36.76,44.91,0.0,3579.34,2364.48,2069.26,295.23,3.2,35.23,95.32,0.0,86.5,151.74,0.0,0.0,0.0,0.0,78.29,5.58,0
pincainide,Phase 1,antiarrhythmic,6.83,5.872,6.39,-5.5,-5.61,-5.7,5.51,3.48,3.96,3.49,4.78,4.84,6.52,5.56,4.78,4.84,1.1,1.0,1.0,13.66,9.16,11.38,6.55,15.39,3.0,0.17,2.32,66.41,8.53,0.0,8.62,36.76,0.0,13.57,3413.92,2983.16,2855.15,128.01,1.7,23.27,55.32,0.0,52.93,69.41,26.99,0.0,20.77,60.58,33.54,4.8100000000000005,0
afobazole,Launched,anxiolytic,7.32,6.015,5.75,-5.1,-5.26,-5.4,7.12,3.98,4.16,4.4,5.03,5.22,6.19,5.78,5.03,5.22,1.45,3.0,0.0,14.49,10.35,10.38,4.67,15.88,5.0,0.09,2.6,109.43,0.0,0.0,30.4,0.0,0.0,0.0,6476.29,5943.75,5891.86,52.0,1.8,3.12,135.33,0.69,57.22,70.79,27.79,17.48,4.29,135.33,51.63,5.125,0
APD668,Phase 1,glucose dependent insulinotropic receptor agonist,6.74,5.970000000000001,5.85,-5.3,-5.5,-5.7,6.08,4.01,5.08,4.6,4.85,5.89,5.95,7.32,4.85,5.89,1.29,6.0,0.0,23.75,15.63,14.56,6.51,26.07,10.0,0.08,3.37,98.35,45.0,0.0,19.2,0.0,9.42,2.5,16061.54,15325.91,14839.33,484.47,2.75,110.62,36.88,33.24,93.97,110.29,83.03,10.67,7.05,44.2,116.51,5.369999999999999,0
MM-102,Preclinical,WDR5/MLL interaction inhibitor,6.78,6.257000000000001,5.64,-4.6,-4.92,-5.2,6.53,4.35,4.78,6.53,5.65,6.11,5.46,5.68,5.65,6.11,1.13,4.0,4.0,35.48,22.75,23.95,14.07,42.41,11.0,0.34,5.55,123.7,21.19,51.8,15.68,141.41,0.0,67.71,17522.59,14277.79,12197.17,2080.64,1.95,22.93,18.44,0.0,141.15,163.22,95.45,112.71,32.9,41.37,180.04,5.880000000000001,0
1,Preclinical,PLK inhibitor,6.2,5.612,5.99,-6.5,-6.6,-6.7,5.25,4.17,4.58,4.82,6.34,5.83,5.87,5.26,6.34,5.83,1.53,5.0,0.0,22.05,15.12,16.81,8.38,25.62,6.0,0.25,3.35,111.18,56.04,0.0,17.24,66.35,0.0,0.0,8868.37,7153.4,6717.57,435.84,4.18,16.79,18.44,125.02,158.36,99.49,0.0,0.0,0.0,18.44,66.42,6.085,0
immepip,Preclinical,histamine receptor agonist,5.57,4.954,4.93,-4.0,-4.09,-4.2,5.21,3.25,3.88,3.97,3.99,5.38,5.29,6.27,3.99,5.38,0.75,2.0,2.0,8.23,5.95,6.1,3.04,8.59,3.0,0.18,1.97,70.71,4.27,0.0,17.24,0.0,0.0,0.0,1265.32,1127.43,1053.66,73.74,-0.07,16.79,36.88,18.87,34.0,0.0,0.0,21.2,0.0,36.88,45.29,4.6850000000000005,0
AZD1981,Phase 2,CRTH receptor antagonist,6.62,5.311999999999999,4.56,-5.2,-5.290000000000001,-5.6,4.87,4.71,4.96,4.67,4.44,6.62,6.49,5.76,4.44,6.62,1.04,1.0,1.0,18.84,12.36,12.85,7.35,20.73,5.0,0.43,1.54,66.14,0.0,12.95,0.0,61.6,0.0,13.57,6343.18,4141.9,3768.62,363.5,3.73,26.63,0.0,3.1,128.22,159.22,90.41,3.1,25.48,6.72,74.16,5.53,0
OR-486,Preclinical,catechol O methyltransferase inhibitor,7.07,6.439,6.5,-5.0,-5.14,-5.3,3.53,3.82,5.01,5.32,5.02,4.93,5.35,6.02,5.02,4.93,1.08,1.0,1.0,10.88,6.43,3.72,2.3,12.07,8.0,0.37,1.25,12.25,0.0,10.32,0.0,0.0,0.0,67.86,1405.08,930.81,895.12,35.65,1.35,14.17,101.87,0.0,35.29,10.76,56.85,101.87,5.51,0.0,134.93,4.975,0
AMG319,Phase 2,PI3K inhibitor,6.74,6.118,5.35,-6.6,-6.94,-7.9,6.88,4.62,4.01,5.34,4.75,6.83,5.88,6.02,4.75,6.83,1.39,6.0,4.0,19.79,14.19,13.84,7.44,20.88,7.0,0.53,2.27,34.9,65.3,0.0,0.0,12.25,0.0,5.82,5777.72,3389.85,2948.54,433.66,4.37,101.94,0.0,0.0,188.38,50.61,0.0,25.91,34.43,0.0,92.27,5.79,0
isopentyl-4-methoxycinnamate,Launched,,6.49,6.180000000000001,6.05,-4.7,-4.76,-4.9,5.14,3.95,5.21,5.67,4.81,5.68,6.27,6.29,4.81,5.68,1.63,2.0,0.0,13.38,8.61,10.97,6.01,16.06,3.0,0.09,1.36,75.64,0.0,0.0,0.0,62.01,0.0,13.57,4605.63,4263.15,4189.64,73.57,3.3,7.75,20.93,35.38,88.22,71.9,34.86,4.41,0.0,46.31,35.53,5.244999999999999,0
dalfampridine,Launched,potassium channel blocker,4.98,3.864,2.67,-3.1,-3.25,-3.5,3.31,3.17,4.67,4.55,3.7,5.32,4.9,6.18,3.7,5.32,0.76,0.0,0.0,5.11,3.39,3.41,1.82,5.14,2.0,0.32,1.52,31.21,25.77,0.0,8.62,0.0,0.0,0.0,281.52,192.48,192.48,0.0,0.08,0.0,0.0,0.0,69.72,2.76,16.79,0.0,2.76,0.0,40.16,4.51,0
fesoterodine,Launched,acetylcholine receptor antagonist,7.13,6.013,6.16,-5.3,-5.389999999999999,-5.6,5.09,4.31,5.02,4.97,5.95,6.41,6.41,7.1,5.95,6.41,1.2,2.0,1.0,22.26,14.24,18.97,11.06,26.25,4.0,0.56,2.93,102.54,0.0,10.32,8.62,123.28,0.0,16.07,6141.78,4135.42,3204.8,931.89,4.23,7.75,18.44,0.0,141.15,226.13,26.99,4.41,0.0,26.19,50.97,6.18,0
tariquidar,Phase 3,P glycoprotein inhibitor,7.12,0.712,7.12,0.0,-0.5900000000000001,-5.9,6.37,4.5,4.36,5.68,5.43,5.71,5.87,5.78,5.43,5.71,1.69,7.0,2.0,33.62,23.38,26.1,14.0,37.75,10.0,0.37,4.72,162.32,47.03,0.0,8.62,61.27,0.0,32.82,24961.99,17892.33,16324.16,1561.86,5.22,63.32,36.88,179.27,251.29,44.93,50.85,0.0,46.25,47.4,112.45,5.57,0
AT-406,Phase 1,IAP antagonist,8.51,6.627000000000001,5.84,-5.3,-5.629999999999999,-6.0,5.54,4.38,4.96,6.3,4.83,6.34,5.06,5.69,4.83,6.34,1.12,4.0,2.0,29.52,19.69,22.24,12.48,33.88,9.0,0.47,4.64,110.35,10.56,38.85,17.24,160.04,0.0,54.27,11324.44,8168.46,6703.71,1465.63,1.69,27.28,36.88,32.9,176.43,99.98,95.45,40.43,0.0,57.91,115.43,5.585,0
acenocoumarol,Launched,vitamin K antagonist,7.2,5.9590000000000005,5.96,-6.1,-6.17,-6.4,4.96,4.48,4.77,5.52,4.74,6.02,6.16,6.31,4.74,6.02,1.4,1.0,0.0,18.84,12.38,12.56,8.34,20.73,7.0,0.36,1.66,61.01,8.46,0.0,0.0,61.27,0.0,63.57,5250.53,3925.75,3491.94,430.67,3.42,20.52,50.94,3.19,141.15,41.33,97.49,50.94,2.76,13.43,112.25,5.38,0
prenylamine,Withdrawn,calcium channel blocker,6.0,5.024,4.01,-5.4,-5.52,-5.6,4.84,4.2,4.36,4.53,6.65,5.67,6.12,6.46,6.65,5.67,1.09,0.0,0.0,17.32,12.33,16.61,11.42,19.75,1.0,0.33,2.38,51.53,0.0,0.0,17.24,183.82,0.0,0.0,4982.77,3698.93,3421.57,277.18,4.4,0.0,18.44,18.87,264.65,33.33,0.0,0.0,0.0,18.44,16.61,6.16,0
flurbiprofen-,Launched,cyclooxygenase inhibitor,6.21,4.925,6.13,-6.0,-6.11,-6.2,5.23,3.72,4.46,5.39,4.8,6.15,5.72,6.18,4.8,6.15,1.09,0.0,0.0,13.12,8.59,10.12,6.86,14.41,2.0,0.16,0.83,33.98,9.02,0.0,0.0,104.53,0.0,0.0,2975.02,2691.14,2521.44,169.42,2.35,1.46,0.0,0.0,147.52,48.29,66.55,9.12,6.37,1.46,40.13,5.475,0
carfilzomib,Launched,proteasome inhibitor,5.76,5.032,4.68,-4.3,-4.43,-4.6,6.98,4.83,6.72,5.49,4.55,5.65,4.86,6.94,4.55,5.65,1.38,8.0,4.0,37.67,24.82,27.85,15.59,44.71,12.0,0.44,4.93,167.31,9.44,51.8,0.0,197.54,0.0,67.83,21494.12,16907.0,13577.22,3324.89,2.58,29.85,118.1,37.74,176.43,166.63,141.31,80.86,0.0,144.82,158.47,5.1,0
epiestriol,Preclinical,,7.22,5.545,4.07,-6.1,-6.43,-7.2,7.22,3.61,4.63,4.93,4.69,6.32,6.25,6.86,4.69,6.32,1.07,3.0,3.0,14.78,10.0,11.78,8.27,14.58,3.0,0.16,1.65,68.25,0.0,30.97,0.0,31.0,0.0,0.0,3757.09,3277.58,3167.34,110.25,2.58,0.0,0.0,18.87,52.93,38.57,0.0,8.82,0.0,0.0,60.69,5.505000000000001,0
fluorometholone,Launched,glucocorticoid receptor agonist,6.17,4.598000000000001,4.52,-4.7,-5.040000000000001,-5.6,6.89,4.05,5.3,4.58,4.62,6.14,5.89,5.55,4.62,6.14,1.51,4.0,2.0,19.99,12.42,14.99,9.68,20.28,4.0,0.25,2.07,98.1,0.0,20.65,0.0,51.96,0.0,27.13,5048.83,4277.71,3867.15,410.56,2.92,11.38,0.0,3.19,52.93,148.26,47.72,13.23,0.0,11.38,74.6,5.38,0
amfenac,Launched,cyclooxygenase inhibitor,7.15,5.813,5.8,-5.4,-5.49,-5.7,4.45,3.51,4.56,5.32,4.85,5.42,5.38,6.25,4.85,5.42,0.82,1.0,1.0,13.83,9.09,9.83,6.78,15.39,4.0,0.17,1.16,43.06,17.24,0.0,0.0,85.78,0.0,13.57,3035.9,2659.29,2531.15,128.05,0.79,7.15,0.0,18.87,141.15,2.76,90.41,0.0,2.76,7.15,83.22,5.135,0
dodecyl-sulfate,Launched,,7.29,6.3549999999999995,6.51,-4.3,-4.359999999999999,-4.5,4.93,3.56,3.09,3.22,5.87,5.62,5.2,4.96,5.87,5.62,0.61,1.0,0.0,12.99,8.06,8.78,5.71,17.0,4.0,0.25,0.7,106.63,0.0,0.0,0.0,105.76,0.0,48.02,4328.59,3495.62,3306.58,187.67,3.38,72.26,20.93,0.0,0.0,33.33,80.8,0.0,0.0,20.93,60.44,5.745,0
magnolol,Preclinical,PPAR receptor agonist,7.53,5.2700000000000005,4.65,-5.3,-5.569999999999999,-6.0,4.25,4.26,4.34,4.72,5.12,5.5,5.37,5.82,5.12,5.5,0.74,2.0,2.0,14.54,9.65,12.54,8.5,16.37,2.0,0.34,1.47,21.48,0.0,20.65,0.0,49.02,0.0,0.0,3359.83,2529.38,2305.02,224.39,4.22,0.0,0.0,37.74,147.52,74.69,0.0,0.0,6.37,0.0,40.46,5.3100000000000005,0
diltiazem,Launched,calcium channel blocker,6.58,6.093999999999999,5.62,-5.1,-5.32,-5.6,5.03,4.07,4.89,5.4,5.26,6.02,5.78,6.23,5.26,6.02,1.34,3.0,0.0,20.97,13.9,15.69,7.36,23.66,6.0,0.47,3.35,64.99,0.0,0.0,8.62,49.02,0.0,27.13,5648.34,4140.13,3352.04,789.51,2.05,13.0,36.88,102.73,141.15,73.55,61.85,4.68,2.76,49.88,60.28,5.64,0
troxerutin,Launched,antioxidant,6.18,5.324,6.18,-4.8,-4.93,-5.2,5.99,3.63,4.25,6.06,4.3,5.72,6.36,7.23,4.3,5.72,0.81,17.0,9.0,37.69,24.89,21.03,11.25,43.13,19.0,0.53,6.57,17.21,59.71,101.38,0.0,0.0,0.0,13.57,19919.11,13071.65,10659.63,2412.38,-2.44,5.69,146.48,5.24,93.46,54.3,110.55,0.0,5.24,152.17,296.04,5.01,0
avibactam,Launched,beta lactamase inhibitor,6.34,5.405000000000001,5.66,-5.0,-5.0600000000000005,-5.2,4.26,3.48,5.19,2.65,5.42,5.6,4.15,5.3,5.42,5.6,0.59,2.0,1.0,12.79,7.79,4.43,2.06,13.43,9.0,0.2,1.51,30.25,3.15,12.95,17.44,0.0,0.0,61.59,2326.42,2024.28,1882.34,141.95,-1.87,91.21,18.44,0.0,0.0,23.86,128.75,0.0,32.9,28.53,127.08,5.51,0
phenylethyl-alcohol,Preclinical,,5.63,5.2,4.95,-3.7,-3.8000000000000007,-3.9,4.35,3.28,3.98,5.44,4.59,6.11,5.96,6.56,4.59,6.11,0.93,1.0,1.0,6.53,4.43,5.53,3.72,7.11,1.0,0.24,0.75,23.48,0.0,10.32,0.0,61.27,0.0,0.0,616.2,498.09,475.55,22.44,1.22,0.0,20.93,18.87,88.22,0.0,0.0,0.0,0.0,20.93,20.23,5.35,0
phenprocoumon,Launched,vitamin K antagonist,7.33,5.232,4.56,-5.7,-5.840000000000001,-6.0,5.49,4.23,5.66,5.52,4.52,6.32,6.29,6.09,4.52,6.32,1.76,0.0,0.0,14.82,10.22,12.11,8.25,15.88,3.0,0.37,1.14,27.8,0.0,0.0,0.0,116.79,0.0,16.07,2987.24,2500.68,2049.93,451.75,3.94,7.75,0.0,3.19,158.79,38.57,66.55,0.0,0.0,7.75,49.36,5.42,0
lauric-acid,Phase 3,bacterial permeability inducer,6.71,5.768,6.71,-3.6,-3.75,-3.9,5.29,3.45,3.68,3.95,4.74,5.5,6.18,5.53,4.74,5.5,1.02,0.0,0.0,10.65,6.77,8.65,5.62,14.0,2.0,0.15,0.65,112.81,0.0,0.0,0.0,88.36,0.0,0.0,2564.6,2360.81,2204.85,155.88,2.66,1.46,0.0,0.0,0.0,33.33,66.55,0.0,0.0,1.46,40.13,5.12,0
GLPG1837,Phase 2,CFTR channel potentiator,6.3,5.58,5.42,-4.9,-5.14,-5.6,7.31,3.75,5.15,3.86,4.63,6.03,5.75,5.66,4.63,6.03,1.02,5.0,4.0,17.7,11.11,11.16,5.63,18.78,7.0,0.21,2.29,93.84,6.7,0.0,0.0,4.18,9.42,31.01,5040.23,4287.03,4034.24,252.64,2.72,45.19,0.0,18.87,34.86,165.51,58.72,16.66,51.84,10.52,110.1,5.33,0
mesulergine,Phase 2,dopamine receptor agonist,6.16,5.064000000000001,6.16,-5.0,-5.23,-5.5,5.5,3.64,4.63,5.4,4.58,6.04,5.6,6.2,4.58,6.04,1.45,2.0,1.0,17.93,11.78,12.99,5.93,18.37,6.0,0.21,2.37,168.05,16.84,0.0,8.62,24.51,0.0,0.0,5338.78,4653.99,4277.66,376.55,0.23,51.59,18.44,117.56,74.86,32.9,51.3,16.4,4.72,18.44,58.78,5.3100000000000005,0
LY2886721,Phase 1/Phase 2,beta-secretase inhibitor,5.96,5.117,5.04,-5.4,-5.58,-5.9,7.49,3.62,4.98,4.83,5.25,5.42,5.93,5.96,5.25,5.42,1.33,3.0,1.0,19.02,12.98,11.48,6.27,20.28,6.0,0.2,3.33,32.38,24.74,0.0,39.02,0.0,0.0,20.35,7859.37,6562.92,6314.61,248.35,1.22,40.75,59.09,0.0,105.43,64.9,34.86,40.66,20.77,65.04,88.84,5.335,0
tesaglitazar,Phase 3,insulin sensitizer  PPAR receptor agonist,5.89,5.386,5.64,-5.5,-5.6,-5.7,5.06,3.62,4.55,4.56,4.81,5.71,5.22,6.58,4.81,5.71,1.35,5.0,0.0,20.57,13.26,13.95,8.03,24.27,7.0,0.22,2.06,61.97,17.7,0.0,0.0,73.53,0.0,4.95,10296.87,8775.3,8167.42,596.16,1.34,49.64,41.85,69.43,141.15,43.81,125.72,0.0,0.0,43.32,101.96,5.26,0
EG00229,Preclinical,neuropilin receptor antagonist,6.16,5.973999999999999,6.11,-5.2,-5.470000000000001,-5.7,6.32,3.55,5.23,5.73,4.98,5.72,5.86,6.47,4.98,5.72,1.21,5.0,2.0,23.3,15.19,10.85,5.8,26.6,12.0,0.41,4.07,43.69,0.0,12.95,46.81,24.51,2.53,43.16,7917.59,6452.35,5194.26,1265.04,-2.15,103.15,18.44,1.55,90.68,64.86,138.58,37.57,56.35,27.06,204.82,5.35,0
TWS-119,Preclinical,glycogen synthase kinase inhibitor,6.64,6.205,6.37,-6.5,-6.69,-7.0,5.68,4.04,4.11,5.33,5.18,5.92,5.97,6.29,5.18,5.92,1.27,4.0,4.0,16.52,11.69,11.69,7.08,17.42,6.0,0.38,2.06,13.4,53.93,10.32,0.0,36.76,0.0,2.5,4473.36,3116.6,2864.01,252.7,3.7,33.57,0.0,0.0,185.8,18.06,0.0,16.79,12.99,0.0,97.05,5.55,0
CID-2011756,Preclinical,protein kinase inhibitor,7.27,6.118,4.82,-5.0,-5.49,-6.2,6.53,4.2,4.24,4.85,5.42,5.15,6.28,6.33,5.42,5.15,1.48,2.0,1.0,19.35,13.67,14.65,8.66,21.24,5.0,0.07,3.21,15.64,48.04,0.0,8.62,78.6,0.0,13.57,13217.03,12478.65,12296.08,182.21,3.53,23.27,78.73,9.51,185.07,60.34,47.49,0.0,29.4,83.99,55.91,5.285,0
vildagliptin,Launched,dipeptidyl peptidase inhibitor,5.17,4.527,4.41,-4.6,-4.700000000000001,-4.8,6.51,3.56,5.45,4.62,4.06,5.69,5.81,6.57,4.06,5.69,1.53,3.0,1.0,15.37,10.51,11.09,6.8,15.52,5.0,0.21,2.71,124.6,11.68,10.32,17.24,0.0,17.74,13.57,4004.79,3535.92,3214.56,321.94,0.15,8.38,84.54,0.0,0.0,0.0,23.86,8.82,0.0,42.14,80.94,4.875,0
bergenin,Preclinical,interleukin inhibitor,5.37,4.504,5.02,-4.7,-4.89,-5.1,5.09,3.61,5.04,4.79,4.98,6.16,5.94,6.43,4.98,6.16,0.75,8.0,5.0,16.89,10.9,8.77,4.56,17.81,9.0,0.31,3.16,27.21,49.9,51.62,0.0,0.0,0.0,13.57,4033.5,2919.87,2803.65,115.87,-1.11,7.75,20.93,35.38,17.64,15.73,45.86,0.0,0.0,28.67,145.91,5.57,0
papaverine,Launched,phosphodiesterase inhibitor,8.1,6.885,6.34,-5.2,-5.49,-6.2,4.98,4.24,4.31,4.43,4.93,6.13,5.77,4.74,4.93,6.13,1.09,5.0,0.0,17.81,12.19,14.28,6.82,19.75,5.0,0.37,1.88,136.18,33.83,0.0,0.0,12.25,0.0,5.68,4994.81,3827.32,3331.84,494.54,3.86,16.79,0.0,160.4,128.22,20.97,0.0,0.0,5.15,0.0,49.81,5.529999999999999,0
zalcitabine,Launched,nucleoside reverse transcriptase inhibitor,5.81,5.1370000000000005,5.81,-4.6,-4.7700000000000005,-4.9,5.03,3.48,5.37,5.33,5.14,5.1,5.53,5.79,5.14,5.1,0.42,4.0,2.0,10.84,7.2,5.84,2.63,11.48,6.0,0.27,1.85,33.81,20.59,10.32,17.44,0.0,5.68,0.0,1688.24,1313.35,1255.5,57.6,-0.21,10.28,20.93,16.79,34.86,23.86,34.86,0.0,32.9,28.08,88.15,5.119999999999999,0
enocitabine,Launched,DNA synthesis inhibitor,6.82,6.241999999999999,5.62,-4.4,-4.529999999999999,-4.7,6.39,4.39,4.92,4.28,5.07,5.94,7.04,6.18,5.07,5.94,0.63,7.0,4.0,29.0,19.47,21.3,12.93,36.19,9.0,0.4,3.85,208.86,25.91,43.92,17.44,175.37,5.68,13.57,21864.79,14642.43,13518.34,1123.32,5.71,15.54,20.93,16.79,34.86,57.19,58.72,18.01,0.0,33.34,131.69,5.505000000000001,0
AR-A014418,Preclinical,glycogen synthase kinase inhibitor,6.07,5.667000000000001,5.84,-5.5,-5.7299999999999995,-6.1,5.64,3.36,4.77,4.53,4.94,5.58,6.11,5.7,4.94,5.58,1.67,3.0,2.0,15.24,10.08,8.13,3.45,17.36,8.0,0.08,2.19,38.19,0.0,0.0,17.44,24.51,0.0,33.93,6949.77,6490.14,6382.02,107.4,2.65,46.71,50.94,35.38,87.79,80.25,30.95,68.95,19.44,4.83,109.07,5.26,0
BMS-265246,Preclinical,CDK inhibitor,6.91,6.634,6.86,-5.8,-6.019999999999999,-6.3,6.16,4.48,4.38,5.85,5.19,6.3,6.11,5.89,5.19,6.3,1.49,5.0,3.0,17.97,12.02,12.15,7.07,19.75,5.0,0.35,1.99,59.4,26.5,8.46,0.0,27.45,9.42,17.44,4854.86,3752.78,3293.31,458.78,3.95,39.14,20.93,0.0,74.0,101.82,23.86,34.91,4.29,26.61,67.87,5.745,0
cabotegravir,Phase 3,HIV integrase inhibitor,4.75,4.338000000000001,4.53,-5.6,-5.75,-6.0,5.65,3.9,5.03,5.31,3.97,6.21,6.29,5.89,3.97,6.21,0.97,3.0,1.0,20.87,13.77,12.3,6.34,22.2,8.0,0.25,2.49,65.73,27.44,0.0,0.0,20.71,0.0,40.7,7239.87,6236.19,5614.48,621.79,0.85,22.45,39.37,5.94,70.14,81.69,125.27,36.25,0.0,55.57,102.01,5.09,0
benzoyl-peroxide,Launched,oxidizing agent,6.15,4.314,4.09,-4.7,-4.760000000000001,-4.9,4.19,3.7,4.41,5.34,5.1,5.23,6.21,6.55,5.1,5.23,1.35,2.0,0.0,12.79,8.77,9.38,6.3,14.41,4.0,0.09,1.36,4.42,0.0,0.0,29.42,73.53,0.0,27.13,3595.71,3285.62,3285.42,0.18,2.62,15.49,0.0,0.0,176.43,0.0,75.16,0.0,0.0,15.49,52.6,5.165,0
blonanserin,Launched,dopamine receptor antagonist  serotonin receptor antagonist,6.73,5.581999999999999,5.06,-6.3,-6.5,-7.1,5.03,4.24,3.81,4.73,6.61,6.18,6.26,5.38,6.61,6.18,1.6,1.0,0.0,18.64,13.24,15.78,9.47,20.28,3.0,0.31,2.5,87.74,20.21,0.0,8.62,41.91,0.0,0.0,6468.63,4742.66,4541.93,200.56,3.27,16.79,92.2,37.74,94.59,50.61,3.12,12.25,8.7,92.2,20.57,6.395,0
